location,indicator,subject,measure,frequency,time,value
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2004,15.8018003583632
EU27,MEATCONSUMP,BEEF,KG_CAP,A,2010,11.2361215411586
OECD,MEATCONSUMP,BEEF,THND_TONNE,A,2018,27613.255389459
IND,MEATCONSUMP,BEEF,THND_TONNE,A,2003,1867.19699941406
EU27,MEATCONSUMP,PIG,KG_CAP,A,1993,1.840184752e-07
CHE,MEATCONSUMP,SHEEP,THND_TONNE,A,1998,13.2170100351605
EU27,MEATCONSUMP,PIG,KG_CAP,A,2012,33.9142178935173
MYS,MEATCONSUMP,PIG,THND_TONNE,A,2009,207.124108178711
UKR,MEATCONSUMP,SHEEP,THND_TONNE,A,2024,14.6422124737808
ETH,MEATCONSUMP,PIG,THND_TONNE,A,2003,1.68109999427795
KAZ,MEATCONSUMP,BEEF,THND_TONNE,A,1993,651.306130273438
KOR,MEATCONSUMP,SHEEP,THND_TONNE,A,2018,17.4991005047734
THA,MEATCONSUMP,PIG,KG_CAP,A,2017,9.97192134838486
EU27,MEATCONSUMP,BEEF,KG_CAP,A,2001,11.7428127994953
NZL,MEATCONSUMP,BEEF,KG_CAP,A,1999,23.1459106890064
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2021,7.31651651798697
PER,MEATCONSUMP,BEEF,THND_TONNE,A,1994,107.456101281738
USA,MEATCONSUMP,SHEEP,THND_TONNE,A,1995,156.897147518393
NZL,MEATCONSUMP,POULTRY,THND_TONNE,A,2012,165.11615354
TUR,MEATCONSUMP,POULTRY,KG_CAP,A,1990,6.76625734457987
PHL,MEATCONSUMP,POULTRY,KG_CAP,A,1995,5.29306488083865
RUS,MEATCONSUMP,POULTRY,KG_CAP,A,1998,9.13011815787864
SAU,MEATCONSUMP,BEEF,KG_CAP,A,2007,4.25651240968682
CAN,MEATCONSUMP,PIG,THND_TONNE,A,2009,799.5961
COL,MEATCONSUMP,POULTRY,THND_TONNE,A,2026,2089.31090015082
CHL,MEATCONSUMP,POULTRY,THND_TONNE,A,2016,730.445107324219
MYS,MEATCONSUMP,PIG,KG_CAP,A,1998,9.42703616694049
IDN,MEATCONSUMP,PIG,KG_CAP,A,1995,2.26750997007053
KOR,MEATCONSUMP,PIG,KG_CAP,A,2004,19.2813990301166
PRY,MEATCONSUMP,BEEF,KG_CAP,A,2004,13.3039315951362
PAK,MEATCONSUMP,POULTRY,THND_TONNE,A,2005,389.323098046875
NOR,MEATCONSUMP,PIG,KG_CAP,A,2003,18.40567749492
PER,MEATCONSUMP,POULTRY,KG_CAP,A,2011,33.2594023419396
WLD,MEATCONSUMP,SHEEP,THND_TONNE,A,2009,13201.1765247606
BRICS,MEATCONSUMP,POULTRY,THND_TONNE,A,2010,32907.2067821123
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2006,0.586949211438173
JPN,MEATCONSUMP,PIG,KG_CAP,A,2025,16.6499098621961
EGY,MEATCONSUMP,SHEEP,THND_TONNE,A,1991,73.7461021972656
ZAF,MEATCONSUMP,PIG,THND_TONNE,A,1993,122.124100549316
RUS,MEATCONSUMP,POULTRY,THND_TONNE,A,1994,1721.8821
CAN,MEATCONSUMP,BEEF,THND_TONNE,A,2013,999.0201
NZL,MEATCONSUMP,PIG,KG_CAP,A,1996,12.5077954553842
IND,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.558801265586617
CHN,MEATCONSUMP,SHEEP,THND_TONNE,A,2023,5449.39867563449
KOR,MEATCONSUMP,POULTRY,KG_CAP,A,2001,10.5088123296474
EU27,MEATCONSUMP,POULTRY,THND_TONNE,A,1991,0.0001
PAK,MEATCONSUMP,PIG,THND_TONNE,A,1995,0.0001900000013643
SAU,MEATCONSUMP,PIG,KG_CAP,A,2007,0.167075993121663
ETH,MEATCONSUMP,BEEF,KG_CAP,A,2016,2.65753198848089
NZL,MEATCONSUMP,SHEEP,KG_CAP,A,2021,4.48944426315471
ZAF,MEATCONSUMP,BEEF,THND_TONNE,A,2023,1148.86391248905
PAK,MEATCONSUMP,PIG,KG_CAP,A,2001,1.0465995521e-06
PRY,MEATCONSUMP,POULTRY,KG_CAP,A,2010,5.108933712895
OECD,MEATCONSUMP,SHEEP,KG_CAP,A,2024,1.35403544175954
OECD,MEATCONSUMP,POULTRY,THND_TONNE,A,2024,48583.3343354968
PAK,MEATCONSUMP,PIG,KG_CAP,A,2021,3.6773892422e-06
THA,MEATCONSUMP,PIG,THND_TONNE,A,2015,913.002114160156
CHE,MEATCONSUMP,POULTRY,KG_CAP,A,2025,14.7292842551858
OECD,MEATCONSUMP,POULTRY,THND_TONNE,A,2028,50214.7192590004
CAN,MEATCONSUMP,BEEF,THND_TONNE,A,2011,977.1601
TUR,MEATCONSUMP,BEEF,KG_CAP,A,1999,3.98622820246772
ISR,MEATCONSUMP,POULTRY,THND_TONNE,A,2002,447.305092675781
PAK,MEATCONSUMP,POULTRY,THND_TONNE,A,1991,154.900093896484
EGY,MEATCONSUMP,PIG,THND_TONNE,A,2007,3.88009987602234
PRY,MEATCONSUMP,PIG,THND_TONNE,A,2014,180.381096704102
KAZ,MEATCONSUMP,POULTRY,THND_TONNE,A,1992,140.850106103516
MYS,MEATCONSUMP,SHEEP,KG_CAP,A,2020,1.18405213840338
ZAF,MEATCONSUMP,BEEF,KG_CAP,A,2001,9.22504492544651
PER,MEATCONSUMP,SHEEP,THND_TONNE,A,2005,40.3421028686523
PHL,MEATCONSUMP,PIG,KG_CAP,A,2002,13.1457019983743
ZAF,MEATCONSUMP,SHEEP,THND_TONNE,A,2027,187.581179117876
PRY,MEATCONSUMP,PIG,KG_CAP,A,2009,18.382434106094
GBR,MEATCONSUMP,SHEEP,KG_CAP,A,2028,4.14583139550348
KOR,MEATCONSUMP,POULTRY,KG_CAP,A,2002,10.8546547400069
VNM,MEATCONSUMP,SHEEP,THND_TONNE,A,2019,18.7964137540179
UKR,MEATCONSUMP,SHEEP,KG_CAP,A,2021,0.291613080297058
NZL,MEATCONSUMP,BEEF,KG_CAP,A,1997,25.257845357551
BRICS,MEATCONSUMP,BEEF,THND_TONNE,A,2002,16879.8756569864
NZL,MEATCONSUMP,PIG,KG_CAP,A,1994,13.0533708430887
ZAF,MEATCONSUMP,PIG,THND_TONNE,A,2019,256.808178158914
VNM,MEATCONSUMP,POULTRY,THND_TONNE,A,1996,196.59710012207
ARG,MEATCONSUMP,PIG,KG_CAP,A,2015,8.56280079697252
VNM,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.0537403516308392
PAK,MEATCONSUMP,POULTRY,THND_TONNE,A,2011,792.759072167969
TUR,MEATCONSUMP,SHEEP,THND_TONNE,A,2001,350.544106347656
PAK,MEATCONSUMP,BEEF,KG_CAP,A,1999,4.48084457759541
PRY,MEATCONSUMP,BEEF,THND_TONNE,A,2009,88.0750893188477
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2008,1.02345608747647
PRY,MEATCONSUMP,SHEEP,THND_TONNE,A,2013,3.79510007629395
IND,MEATCONSUMP,SHEEP,THND_TONNE,A,1995,654.640114648438
TUR,MEATCONSUMP,PIG,KG_CAP,A,1996,0.0014451913796351
SAU,MEATCONSUMP,PIG,KG_CAP,A,1994,8.0934560601e-06
RUS,MEATCONSUMP,PIG,THND_TONNE,A,2017,3703.49250814342
CHE,MEATCONSUMP,BEEF,KG_CAP,A,2017,13.378945269617
ZAF,MEATCONSUMP,POULTRY,THND_TONNE,A,2012,1889.9639671875
COL,MEATCONSUMP,POULTRY,THND_TONNE,A,2005,794.421059472656
PER,MEATCONSUMP,PIG,THND_TONNE,A,2003,93.1630943847656
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2017,11.4065416699849
KOR,MEATCONSUMP,POULTRY,THND_TONNE,A,2012,809.611138208008
IND,MEATCONSUMP,PIG,THND_TONNE,A,2021,299.412882673452
PRY,MEATCONSUMP,SHEEP,THND_TONNE,A,2016,3.92710004577637
ETH,MEATCONSUMP,BEEF,KG_CAP,A,2000,3.09334909912528
IDN,MEATCONSUMP,PIG,THND_TONNE,A,1999,550.06308828125
ETH,MEATCONSUMP,BEEF,KG_CAP,A,1997,3.0993864603432
SAU,MEATCONSUMP,SHEEP,THND_TONNE,A,1998,141.307106835938
CHE,MEATCONSUMP,POULTRY,KG_CAP,A,2027,14.9234340490193
IRN,MEATCONSUMP,POULTRY,THND_TONNE,A,1990,395.240090234375
JPN,MEATCONSUMP,POULTRY,THND_TONNE,A,2023,2471.89324655957
UKR,MEATCONSUMP,SHEEP,THND_TONNE,A,2019,14.0589535477256
NGA,MEATCONSUMP,PIG,THND_TONNE,A,2007,209.254097802734
CHE,MEATCONSUMP,POULTRY,KG_CAP,A,1999,10.7422673892385
UKR,MEATCONSUMP,PIG,THND_TONNE,A,1990,1576.30014882813
USA,MEATCONSUMP,POULTRY,THND_TONNE,A,1999,13547.4595261143
TUR,MEATCONSUMP,SHEEP,KG_CAP,A,2010,3.34101679591741
MYS,MEATCONSUMP,PIG,THND_TONNE,A,1998,267.262093408203
CHE,MEATCONSUMP,BEEF,KG_CAP,A,2023,13.0787113777249
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2018,7.28234657114472
THA,MEATCONSUMP,BEEF,THND_TONNE,A,2024,135.157932423836
PAK,MEATCONSUMP,POULTRY,THND_TONNE,A,2016,1200.74021230469
USA,MEATCONSUMP,PIG,THND_TONNE,A,2012,8408.70545511789
KAZ,MEATCONSUMP,POULTRY,THND_TONNE,A,2008,195.416100366211
JPN,MEATCONSUMP,SHEEP,THND_TONNE,A,1999,50.9701
ISR,MEATCONSUMP,BEEF,KG_CAP,A,2003,18.342171815348
UKR,MEATCONSUMP,PIG,THND_TONNE,A,1993,1008.41306386719
UKR,MEATCONSUMP,POULTRY,THND_TONNE,A,1999,291.719094140625
IRN,MEATCONSUMP,SHEEP,KG_CAP,A,2021,4.10018771066631
MEX,MEATCONSUMP,PIG,KG_CAP,A,2004,9.99677493686707
PHL,MEATCONSUMP,SHEEP,KG_CAP,A,2007,0.494108187229446
ARG,MEATCONSUMP,SHEEP,KG_CAP,A,1999,1.32911158195861
OECD,MEATCONSUMP,BEEF,THND_TONNE,A,1990,15052.5657315402
COL,MEATCONSUMP,SHEEP,THND_TONNE,A,1994,13.1170996261597
PER,MEATCONSUMP,BEEF,KG_CAP,A,2028,4.32024267755477
CHL,MEATCONSUMP,BEEF,THND_TONNE,A,2015,442.686104638672
OECD,MEATCONSUMP,BEEF,KG_CAP,A,1995,10.6188551823685
PRY,MEATCONSUMP,PIG,THND_TONNE,A,1992,126.485100610352
GBR,MEATCONSUMP,PIG,THND_TONNE,A,2000,1292.75627901707
CHL,MEATCONSUMP,SHEEP,THND_TONNE,A,2000,12.6590994430542
ZAF,MEATCONSUMP,SHEEP,KG_CAP,A,2027,2.6242850866366
NGA,MEATCONSUMP,PIG,KG_CAP,A,2002,1.16785417034648
BRICS,MEATCONSUMP,BEEF,KG_CAP,A,2027,4.33077022981807
BRA,MEATCONSUMP,POULTRY,THND_TONNE,A,1995,3711.85301695595
BRICS,MEATCONSUMP,BEEF,THND_TONNE,A,2018,19206.1947490299
BRA,MEATCONSUMP,SHEEP,THND_TONNE,A,2000,109.310103105551
GBR,MEATCONSUMP,PIG,KG_CAP,A,2024,16.626034790432
BRICS,MEATCONSUMP,BEEF,KG_CAP,A,1995,4.22126258335371
EGY,MEATCONSUMP,POULTRY,THND_TONNE,A,2001,621.761086328125
WLD,MEATCONSUMP,POULTRY,KG_CAP,A,2005,10.8743701527448
IND,MEATCONSUMP,POULTRY,THND_TONNE,A,2004,1340.20212636719
NZL,MEATCONSUMP,BEEF,THND_TONNE,A,2011,104.290442326078
ISR,MEATCONSUMP,PIG,KG_CAP,A,2007,2.08840612545766
KAZ,MEATCONSUMP,SHEEP,KG_CAP,A,1995,10.5411550577824
ZAF,MEATCONSUMP,POULTRY,THND_TONNE,A,2019,2244.65756095377
EU27,MEATCONSUMP,SHEEP,THND_TONNE,A,1999,0.0001
MEX,MEATCONSUMP,PIG,KG_CAP,A,2015,12.1231855196893
CHN,MEATCONSUMP,PIG,KG_CAP,A,2014,32.925503164514
NGA,MEATCONSUMP,BEEF,KG_CAP,A,2005,1.54514001406103
EU27,MEATCONSUMP,PIG,KG_CAP,A,2019,34.578490381516
ZAF,MEATCONSUMP,SHEEP,THND_TONNE,A,2023,180.244023409603
KOR,MEATCONSUMP,BEEF,THND_TONNE,A,1993,335.232903195136
EU27,MEATCONSUMP,SHEEP,THND_TONNE,A,2016,724.226629514013
PAK,MEATCONSUMP,PIG,THND_TONNE,A,2027,0.001
IDN,MEATCONSUMP,PIG,THND_TONNE,A,2013,300.68808828125
USA,MEATCONSUMP,BEEF,THND_TONNE,A,2003,12338.9065782139
ARG,MEATCONSUMP,BEEF,THND_TONNE,A,2012,2418.99787867077
ARG,MEATCONSUMP,POULTRY,KG_CAP,A,1995,18.5731430948597
SAU,MEATCONSUMP,POULTRY,THND_TONNE,A,2019,1257.99693134335
AUS,MEATCONSUMP,PIG,KG_CAP,A,1994,15.5726281530618
EGY,MEATCONSUMP,PIG,THND_TONNE,A,2006,2.91209994087219
OECD,MEATCONSUMP,PIG,THND_TONNE,A,1990,11395.5727486248
NZL,MEATCONSUMP,SHEEP,THND_TONNE,A,2010,29.3413034313364
VNM,MEATCONSUMP,PIG,KG_CAP,A,2016,30.2695855306154
RUS,MEATCONSUMP,SHEEP,THND_TONNE,A,2023,240.053131527851
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2026,19.9810764230998
KOR,MEATCONSUMP,BEEF,THND_TONNE,A,1992,355.016121608029
NOR,MEATCONSUMP,PIG,KG_CAP,A,1997,17.9533079696675
RUS,MEATCONSUMP,BEEF,THND_TONNE,A,2011,2760.803261
PHL,MEATCONSUMP,POULTRY,KG_CAP,A,1994,4.918807913788
AUS,MEATCONSUMP,SHEEP,THND_TONNE,A,2012,227.033731853
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2009,31.6379655050657
CHN,MEATCONSUMP,PIG,KG_CAP,A,2018,30.4377042293425
EGY,MEATCONSUMP,BEEF,THND_TONNE,A,2020,1220.64829630893
KOR,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.196058519030951
USA,MEATCONSUMP,SHEEP,THND_TONNE,A,2018,174.118088587602
BRICS,MEATCONSUMP,POULTRY,KG_CAP,A,2011,9.99476782004226
IRN,MEATCONSUMP,SHEEP,THND_TONNE,A,2015,382.548104150391
MYS,MEATCONSUMP,PIG,KG_CAP,A,2014,5.91311521526329
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.437811040443054
WLD,MEATCONSUMP,SHEEP,THND_TONNE,A,1990,7145.65011352034
ISR,MEATCONSUMP,SHEEP,KG_CAP,A,2004,1.11102796132111
MYS,MEATCONSUMP,BEEF,KG_CAP,A,1994,3.23514346125488
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2018,11.5549102257081
IRN,MEATCONSUMP,PIG,THND_TONNE,A,2022,1.80009995231628
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1995,25.4075550612187
SAU,MEATCONSUMP,BEEF,KG_CAP,A,2011,4.36874017636836
NGA,MEATCONSUMP,BEEF,THND_TONNE,A,2022,416.276896968446
WLD,MEATCONSUMP,POULTRY,THND_TONNE,A,2026,136536.038724818
THA,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.0206085174885506
CAN,MEATCONSUMP,POULTRY,THND_TONNE,A,2023,1502.68082088544
MEX,MEATCONSUMP,SHEEP,THND_TONNE,A,1994,70.4451
THA,MEATCONSUMP,SHEEP,THND_TONNE,A,2027,4.2887156214091
USA,MEATCONSUMP,PIG,THND_TONNE,A,2003,8815.57829488166
KAZ,MEATCONSUMP,SHEEP,THND_TONNE,A,2022,186.436244205154
PHL,MEATCONSUMP,POULTRY,KG_CAP,A,2008,8.61063583178686
EGY,MEATCONSUMP,SHEEP,THND_TONNE,A,2005,138.735100610352
KAZ,MEATCONSUMP,POULTRY,KG_CAP,A,1997,3.17205462331551
BRA,MEATCONSUMP,POULTRY,THND_TONNE,A,2025,9991.89312740718
SAU,MEATCONSUMP,BEEF,KG_CAP,A,2018,3.98458306906986
CHN,MEATCONSUMP,POULTRY,KG_CAP,A,2015,10.872839800804
IND,MEATCONSUMP,SHEEP,THND_TONNE,A,2014,717.470070703125
KAZ,MEATCONSUMP,BEEF,KG_CAP,A,2014,19.529801834272
ISR,MEATCONSUMP,PIG,THND_TONNE,A,2018,14.9981001449585
NOR,MEATCONSUMP,PIG,THND_TONNE,A,2019,136.657576309663
PRY,MEATCONSUMP,PIG,THND_TONNE,A,2022,202.139912158651
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2006,21.6391576265697
CAN,MEATCONSUMP,PIG,THND_TONNE,A,2008,799.2891
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2012,0.188131598254764
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2010,5.68269984171678
ETH,MEATCONSUMP,SHEEP,KG_CAP,A,2011,1.35151658255238
SAU,MEATCONSUMP,SHEEP,KG_CAP,A,2021,3.78303306009179
EGY,MEATCONSUMP,PIG,THND_TONNE,A,2017,0.928100032901764
USA,MEATCONSUMP,PIG,KG_CAP,A,2022,23.4070685686619
ETH,MEATCONSUMP,POULTRY,THND_TONNE,A,2003,50.2411011291504
ETH,MEATCONSUMP,BEEF,THND_TONNE,A,1990,231.5001
PHL,MEATCONSUMP,SHEEP,THND_TONNE,A,2016,58.7810982299805
SAU,MEATCONSUMP,BEEF,THND_TONNE,A,2010,181.423088891602
NZL,MEATCONSUMP,POULTRY,KG_CAP,A,2023,39.6638635243521
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.515282141235772
ZAF,MEATCONSUMP,BEEF,THND_TONNE,A,2001,611.291115625
NGA,MEATCONSUMP,PIG,THND_TONNE,A,2014,253.350106103516
ZAF,MEATCONSUMP,POULTRY,KG_CAP,A,2023,35.2506133315157
KOR,MEATCONSUMP,PIG,THND_TONNE,A,2027,2110.65112824238
JPN,MEATCONSUMP,PIG,THND_TONNE,A,2026,2656.88732242376
EU27,MEATCONSUMP,BEEF,THND_TONNE,A,2003,7310.52495880746
AUS,MEATCONSUMP,POULTRY,THND_TONNE,A,2024,1346.03165366468
NOR,MEATCONSUMP,BEEF,THND_TONNE,A,2010,91.9401028863533
THA,MEATCONSUMP,POULTRY,THND_TONNE,A,2012,748.084084375
TUR,MEATCONSUMP,BEEF,KG_CAP,A,2006,3.52321087593885
KAZ,MEATCONSUMP,SHEEP,KG_CAP,A,1996,9.20898884145914
ETH,MEATCONSUMP,SHEEP,KG_CAP,A,2009,1.48638239007416
PRY,MEATCONSUMP,PIG,KG_CAP,A,2026,22.2030872405935
THA,MEATCONSUMP,BEEF,KG_CAP,A,1993,4.04453705463045
PER,MEATCONSUMP,POULTRY,KG_CAP,A,2012,36.0301779195929
TUR,MEATCONSUMP,BEEF,KG_CAP,A,2015,9.12902072981078
MYS,MEATCONSUMP,BEEF,THND_TONNE,A,2001,140.113091333008
THA,MEATCONSUMP,PIG,KG_CAP,A,2023,10.2981430526392
USA,MEATCONSUMP,SHEEP,KG_CAP,A,2018,0.468909149706659
NZL,MEATCONSUMP,BEEF,THND_TONNE,A,2020,81.2147103275439
PER,MEATCONSUMP,BEEF,THND_TONNE,A,1991,119.545098168945
BRICS,MEATCONSUMP,SHEEP,KG_CAP,A,2001,1.21785841658142
IND,MEATCONSUMP,BEEF,THND_TONNE,A,2021,1072.95092350865
IRN,MEATCONSUMP,POULTRY,THND_TONNE,A,2016,2070.32016835938
NZL,MEATCONSUMP,POULTRY,THND_TONNE,A,2016,197.141305554
EU27,MEATCONSUMP,PIG,KG_CAP,A,2026,34.9623629183988
PHL,MEATCONSUMP,BEEF,THND_TONNE,A,2012,401.566109521484
PAK,MEATCONSUMP,POULTRY,THND_TONNE,A,2008,605.743080957031
UKR,MEATCONSUMP,BEEF,KG_CAP,A,2010,6.41413701624516
UKR,MEATCONSUMP,POULTRY,THND_TONNE,A,2013,1124.62204824219
BRA,MEATCONSUMP,BEEF,THND_TONNE,A,1998,5689.55900653197
EGY,MEATCONSUMP,SHEEP,KG_CAP,A,2012,1.31337813812906
NGA,MEATCONSUMP,PIG,KG_CAP,A,2000,1.00433859652241
NOR,MEATCONSUMP,BEEF,THND_TONNE,A,2020,105.946650277983
KOR,MEATCONSUMP,POULTRY,KG_CAP,A,2023,19.043830021194
THA,MEATCONSUMP,SHEEP,THND_TONNE,A,2009,2.23210011253357
PAK,MEATCONSUMP,SHEEP,KG_CAP,A,2008,2.20677339334811
MEX,MEATCONSUMP,BEEF,THND_TONNE,A,1997,1377.33019308254
IND,MEATCONSUMP,PIG,KG_CAP,A,1991,0.375044479092579
TUR,MEATCONSUMP,POULTRY,KG_CAP,A,2008,13.0780276988715
IND,MEATCONSUMP,BEEF,THND_TONNE,A,2002,1956.53086171875
MYS,MEATCONSUMP,POULTRY,KG_CAP,A,2012,41.8911187666943
ISR,MEATCONSUMP,SHEEP,THND_TONNE,A,2002,8.08409963378906
WLD,MEATCONSUMP,BEEF,THND_TONNE,A,1999,50214.7134742436
CHE,MEATCONSUMP,SHEEP,THND_TONNE,A,2021,11.30001
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2008,2.48229587856528
COL,MEATCONSUMP,POULTRY,KG_CAP,A,2022,32.7630042153828
VNM,MEATCONSUMP,PIG,THND_TONNE,A,1994,945.138100488281
JPN,MEATCONSUMP,POULTRY,THND_TONNE,A,2002,1862.6481
IND,MEATCONSUMP,BEEF,KG_CAP,A,1993,1.57623867900919
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2003,23.5508928441005
AUS,MEATCONSUMP,SHEEP,THND_TONNE,A,2007,299.1665579
USA,MEATCONSUMP,PIG,THND_TONNE,A,2010,8656.82077657918
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,1992,8.55602791424784
MEX,MEATCONSUMP,POULTRY,KG_CAP,A,2007,23.5394885970134
OECD,MEATCONSUMP,POULTRY,KG_CAP,A,2018,30.6400183241462
PHL,MEATCONSUMP,BEEF,KG_CAP,A,2017,3.12267009641301
OECD,MEATCONSUMP,BEEF,KG_CAP,A,2005,15.5048705620164
PHL,MEATCONSUMP,BEEF,THND_TONNE,A,2004,409.824105126953
BRICS,MEATCONSUMP,POULTRY,THND_TONNE,A,2007,27391.9753361504
VNM,MEATCONSUMP,SHEEP,THND_TONNE,A,1994,3.22010002861023
EU27,MEATCONSUMP,SHEEP,THND_TONNE,A,2017,709.35501240334
NOR,MEATCONSUMP,POULTRY,KG_CAP,A,2004,10.4462316389407
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2023,16.9212633279307
CAN,MEATCONSUMP,BEEF,THND_TONNE,A,1992,960.8501
NZL,MEATCONSUMP,PIG,THND_TONNE,A,2009,88.20068255998
CHE,MEATCONSUMP,PIG,THND_TONNE,A,1995,256.135100771095
EU27,MEATCONSUMP,BEEF,KG_CAP,A,2003,11.8390060197687
ETH,MEATCONSUMP,PIG,THND_TONNE,A,1995,1.21210001239777
ETH,MEATCONSUMP,SHEEP,THND_TONNE,A,1994,60.5170982910156
RUS,MEATCONSUMP,SHEEP,THND_TONNE,A,2006,169.768376
ARG,MEATCONSUMP,PIG,THND_TONNE,A,1998,253.1201
ZAF,MEATCONSUMP,PIG,KG_CAP,A,2003,2.80175805437605
USA,MEATCONSUMP,PIG,KG_CAP,A,2014,21.2358022712009
MYS,MEATCONSUMP,BEEF,KG_CAP,A,1996,3.82618753239986
CHE,MEATCONSUMP,SHEEP,THND_TONNE,A,2016,12.3296933155094
IRN,MEATCONSUMP,SHEEP,THND_TONNE,A,1993,390.612099511719
BRICS,MEATCONSUMP,BEEF,THND_TONNE,A,2023,20119.2599558832
NOR,MEATCONSUMP,POULTRY,KG_CAP,A,1995,5.97645024571387
CHE,MEATCONSUMP,POULTRY,KG_CAP,A,2007,13.1143005262841
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2014,2.88702441310186
MEX,MEATCONSUMP,POULTRY,KG_CAP,A,2006,23.5167113716461
GBR,MEATCONSUMP,BEEF,KG_CAP,A,2000,1.1874299077e-06
GBR,MEATCONSUMP,SHEEP,KG_CAP,A,1996,1.5131520857e-06
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2010,38.7997880630552
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2006,13.3748940556505
ETH,MEATCONSUMP,POULTRY,KG_CAP,A,2000,0.497312510479315
SAU,MEATCONSUMP,BEEF,KG_CAP,A,1999,2.06388258562122
GBR,MEATCONSUMP,SHEEP,THND_TONNE,A,2019,313.608314800864
WLD,MEATCONSUMP,PIG,THND_TONNE,A,2002,93133.6302979993
EU27,MEATCONSUMP,PIG,THND_TONNE,A,2004,19214.0299371317
NOR,MEATCONSUMP,BEEF,THND_TONNE,A,2017,105.22310008322
KOR,MEATCONSUMP,BEEF,THND_TONNE,A,2019,809.310545915331
NGA,MEATCONSUMP,POULTRY,THND_TONNE,A,2023,197.406271952974
SAU,MEATCONSUMP,BEEF,THND_TONNE,A,2017,196.081108911133
COL,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.313136773622585
CHE,MEATCONSUMP,BEEF,KG_CAP,A,2008,15.4616617204549
ARG,MEATCONSUMP,PIG,KG_CAP,A,2006,5.88979817178895
OECD,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.968875024784908
WLD,MEATCONSUMP,POULTRY,THND_TONNE,A,2006,83273.2203202968
KOR,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.160186717201395
CHE,MEATCONSUMP,POULTRY,THND_TONNE,A,2001,97.0641003681183
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.53693085179349
MYS,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.764548477864164
CAN,MEATCONSUMP,POULTRY,THND_TONNE,A,2007,1197.879495
JPN,MEATCONSUMP,PIG,THND_TONNE,A,2020,2647.68271602532
MEX,MEATCONSUMP,BEEF,KG_CAP,A,1998,10.6756727641217
ETH,MEATCONSUMP,SHEEP,THND_TONNE,A,2005,109.451096398926
MYS,MEATCONSUMP,POULTRY,KG_CAP,A,2025,51.2832829467496
KAZ,MEATCONSUMP,PIG,THND_TONNE,A,2014,137.818093164063
IDN,MEATCONSUMP,PIG,THND_TONNE,A,2001,418.558083398438
EGY,MEATCONSUMP,POULTRY,KG_CAP,A,2007,9.0742942368395
NZL,MEATCONSUMP,BEEF,THND_TONNE,A,2021,81.0220283968935
NOR,MEATCONSUMP,SHEEP,KG_CAP,A,2012,4.51571764458021
PER,MEATCONSUMP,PIG,KG_CAP,A,2018,4.14529727694052
BRICS,MEATCONSUMP,BEEF,THND_TONNE,A,2013,18721.075146897
PRY,MEATCONSUMP,BEEF,THND_TONNE,A,1992,201.17409597168
BRA,MEATCONSUMP,BEEF,THND_TONNE,A,2003,7712.85051270192
CHN,MEATCONSUMP,BEEF,KG_CAP,A,1999,2.75160856111749
CHE,MEATCONSUMP,POULTRY,THND_TONNE,A,1997,86.5381044579506
PHL,MEATCONSUMP,BEEF,THND_TONNE,A,2005,377.320107324219
USA,MEATCONSUMP,PIG,KG_CAP,A,2020,23.4610430209146
PER,MEATCONSUMP,PIG,THND_TONNE,A,2005,105.357102258301
EGY,MEATCONSUMP,PIG,KG_CAP,A,1990,0.0330016550269127
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2017,2.32691241114783
TUR,MEATCONSUMP,SHEEP,THND_TONNE,A,1997,376.097115380859
ZAF,MEATCONSUMP,POULTRY,THND_TONNE,A,2011,1831.7471703125
COL,MEATCONSUMP,PIG,THND_TONNE,A,2021,546.820062834288
